ky,q,shat,electron_dens_gradient,beta,electron_nu,electron_temp_gradient,mode_frequency,growth_rate,freq_std,growth_std,elec_es_flux,elec_em_flux,ion_es_flux,ion_em_flux,converged,mtm,ftime,nsteps,tearing,frequency_ratio
0.106049896,3.53175228,4.878915841,5.368094471,0.030748573,0.089875627,4.826877561,-0.82347292,0.017711206,0.336175985,1.16E-05,8.39E-06,0.000800067,-2.10E-07,1.26E-05,1,1,26.64,1350,0.396773226,0.997869842
0.353688498,7.645370772,0.530911837,0.374162229,0.140616616,0.072807266,2.666269507,-0.840203999,0.361993588,0.010674276,0.002262558,-9.82E-06,0.015837382,1.43E-06,2.81E-06,1,0,10.48,540,0.005498467,1.391408765
0.681147189,4.51340484,4.571651542,0.736508346,0.046978662,0.022215428,3.850121949,-1.731747958,0.156015671,0.000170624,0.000659288,8.07E-05,0.10882264,3.68E-07,0.000100634,1,1,11.66,600,0.760483129,0.955225557
0.59335606,7.853847657,3.489234393,1.755545283,0.018029996,0.028381731,2.012184457,-2.582227919,0.080232328,1.331460451,0.091302277,-1.50E-05,0.002254247,2.90E-05,0.005638769,1,0,1148.84,57450,0.061479207,1.575841441
0.850814813,6.740163532,4.016497708,3.174194717,0.068137067,0.033566914,4.664357983,-3.354839771,0.01375217,1.864027335,0.027497172,3.46E-05,-0.005670747,0.000294891,-0.001535731,1,1,1599.6,79980,0.036150689,0.716095686
0.242962451,8.260015967,3.608473296,0.63813816,0.215217642,0.088297875,3.266390078,-0.629937824,0.054232169,1.61E-07,1.42E-07,-1.82E-05,0.026230508,6.72E-07,1.75E-05,1,1,41.56,2100,0.424690179,1.141504629
0.034693971,4.858168966,4.452375911,1.813514389,0.186236568,0.056993293,2.446139066,-0.120413574,nan,2.10E-08,nan,nan,nan,nan,nan,1,1,1599.6,79980,nan,1.142973462
0.984446074,8.931689209,0.399603813,2.093656165,0.241472932,0.006460822,3.983808047,-2.96797113,0.913744927,0.04043979,0.002546649,3.50E-06,0.076429356,1.52E-06,7.26E-06,1,1,115.8,5790,0.197867698,0.737931633
0.097028308,6.961326538,2.006792643,4.551060888,0.076539872,0.063962134,5.31844287,0.851640359,0.002341656,0.138221293,6.50E-06,3.94E-06,0.001905447,6.72E-07,4.69E-06,1,0,55.58,2790,0.568122793,-1.217322099
0.180689726,3.539004743,1.278527687,2.927044378,0.124685327,0.082784135,1.761567019,1.191757039,-0.001022293,0.369335196,4.06E-10,1.21E-05,0.000777282,5.44E-07,1.61E-05,1,0,1599.6,79980,0.412368515,-1.732115932
0.507144994,3.436889941,2.090360406,1.466466667,0.059884116,0.052411605,3.568277023,-1.613677026,0.083958802,5.84E-05,0.000422734,4.32E-05,0.031278942,-2.64E-07,0.000114988,1,1,19.84,1020,0.607007902,0.978859252
0.705055079,7.077536428,1.034813045,1.061571201,0.032972845,0.095990973,2.33170079,-0.999986787,0.065736535,0.00180509,0.001631726,-4.01E-05,0.076956698,7.29E-07,7.64E-05,1,1,51.88,2610,0.61739381,0.63674976
0.314114294,8.597179299,1.447649995,3.519032902,0.175943355,0.025874196,1.007812219,-1.203491709,0.034125799,0.454247081,0.001075289,-4.92E-06,0.007103239,1.61E-06,4.44E-05,1,1,33.04,1680,0.473454383,0.952383701
0.251780904,3.222256448,3.778799795,0.039006136,0.089521105,0.04539759,4.223529824,-0.652566831,0.086692171,8.25E-06,7.29E-05,8.40E-06,0.013634932,1.29E-07,-5.61E-06,1,1,14.06,720,0.817729133,1.205058209
0.461997299,6.405997067,3.050537153,2.453009452,0.116432374,0.001684683,3.070755522,-2.164165187,0.034655731,1.171948931,0.041911691,5.49E-05,-0.000314166,2.54E-05,0.000249417,1,1,1595.86,79800,0.051275233,1.174501714
0.833148166,8.154862415,1.971452786,6.2006302,0.025905976,0.077942151,2.722356443,5.319291476,0.026402431,2.063492347,0.049696095,2.95E-05,-0.028356207,0.000629982,-0.014606125,1,0,1599.6,79980,0.426721239,-0.844317665
0.578728199,2.662151294,2.554006829,1.208786859,0.145672888,0.060776296,4.850611824,-1.845202104,0.197485904,3.40E-05,0.000140785,7.92E-05,0.00739253,-1.82E-06,8.18E-05,1,1,13.78,690,0.237532817,0.877350822
0.633535806,6.091508895,4.274165825,1.282087016,0.097518339,0.091821315,0.855954544,-2.489237654,0.026321862,1.375404735,0.048195663,-0.000113761,0.000932618,0.000229379,0.000901762,1,0,1298.98,64950,0.033426922,2.297644104
0.276602392,8.061657759,3.447035804,3.818162957,0.257804552,0.037432283,2.267688189,-1.385149574,0.005835354,0.462706696,6.54E-06,-2.25E-06,0.018352386,7.59E-07,7.23E-05,1,1,74.94,3750,0.535771093,1.011252217
0.516395585,7.383402352,0.185354373,2.658907993,0.194303022,0.067829786,2.922920183,-2.19032559,0.284033597,1.341351476,0.003134493,-2.05E-06,0.010631577,7.69E-07,1.58E-06,1,0,446.46,22350,0.021351887,1.02941417
0.374899166,5.863336422,2.278750359,0.201445863,0.051887201,0.009988069,1.575231955,2.368277519,-0.049462038,0.956027572,0.023791978,-7.85E-06,0.000273778,2.24E-05,0.000219311,1,0,1599.6,79980,0.056315399,-6.386966991
0.119902893,3.885573523,0.288224025,0.861547943,0.252085279,0.055999003,1.175540577,-0.199816194,0.027297912,2.64E-06,1.39E-05,4.53E-07,0.000990251,1.17E-07,2.95E-07,1,1,43.72,2190,0.930230874,1.14983961
0.914873782,7.727228141,4.871972778,0.560761536,0.15961177,0.005406012,5.470282193,-2.811674329,0.139045274,2.57E-06,9.40E-06,5.07E-05,0.43866508,3.22E-06,0.000109181,1,1,51.38,2580,0.766421696,0.932458389
0.057569442,6.207798817,2.77376418,3.096818596,0.011994415,0.072412223,4.047844197,-0.314528069,0.007807103,0.162325867,8.57E-06,1.59E-06,0.001563522,7.15E-07,4.28E-06,1,1,26.64,1350,0.9140165,1.066926752
0.220083234,2.560116367,4.204848058,4.42824169,0.038896589,0.078724302,3.2249119,-1.312341573,0.035920231,0.849315203,3.34E-05,1.93E-05,0.005498793,-6.92E-07,5.91E-05,1,1,22.5,1140,0.677072304,0.987126542
0.468737526,3.610659402,4.087688394,1.579446417,0.214147733,0.010807717,2.063910148,-1.145845583,0.079776469,0.000217785,0.000519365,4.14E-05,0.005633354,-2.23E-06,0.000111837,1,1,16.94,870,0.341987453,0.936101032
0.665224849,8.969232312,4.98553281,3.408261982,0.021688882,0.08715655,4.968652763,-2.831983809,-0.028369996,1.731606865,0.013596165,1.90E-05,0.003564442,0.000242267,0.00362244,1,1,1599.6,79980,0.214116714,0.722463979
0.307310345,7.012505493,2.735668838,0.872204941,0.187249541,0.042121432,3.648430525,-0.932330631,0.008571937,6.93E-08,3.11E-07,-1.43E-05,0.038727496,6.82E-07,8.14E-06,1,1,120,6000,0.387044717,1.125136465
0.369644028,4.909270387,0.328715249,3.005071029,0.078071271,0.036601599,1.371459028,-1.358284841,9.54E-05,0.437652736,1.40E-06,4.97E-06,0.00405732,1.96E-06,1.63E-05,1,1,218.96,10950,0.548531886,0.995603888
0.727496685,2.938904568,2.386160933,0.547666306,0.242615358,0.091081405,2.783527869,-1.393351921,0.181468646,3.83E-05,0.000103077,7.78E-05,0.020416104,-1.10E-06,8.76E-05,1,1,23.12,1170,0.406208452,0.987542145
0.40646391,8.33159148,1.719036067,4.473035428,0.123060573,0.01779482,5.708697433,1.302075481,-0.002566223,7.45E-13,7.32E-12,2.96E-05,0.012468929,1.70E-06,3.29E-05,1,0,1599.6,79980,0.60099415,-0.437184957
0.127074812,6.477699432,2.315639453,3.59705386,0.222413763,0.079457744,0.628432475,-0.499564897,0.000845821,0.264792749,2.29E-09,1.22E-06,0.000867607,2.66E-06,9.99E-06,1,1,1336.1,66810,0.672613126,1.0051124
0.521065885,2.518067892,4.418892896,6.133873323,0.110583807,0.013894598,5.527436705,-0.611144034,-0.009391988,7.69E-05,6.61E-05,0.000267764,-0.000275254,0.000430895,-2.57E-05,1,0,1599.6,79980,0.002558664,0.131819137
0.946530589,4.793136416,1.826718514,1.388444928,0.031987215,0.006232118,3.875420977,-0.735492263,-0.070787063,0.325535815,0.080648011,2.41E-05,0.030010015,4.88E-05,-5.88E-05,1,0,1599.6,79980,0.626820377,0.233615103
0.025972377,8.648338838,3.333478142,2.218937573,0.088369606,0.055277359,2.677798356,-0.104793849,0.009584861,0.061434493,8.10E-09,2.37E-07,0.000284416,1.13E-07,4.96E-07,1,1,61.64,3090,0.817708751,1.134065342
0.820071448,7.461826593,4.53540919,1.516154728,0.143984306,0.038231684,0.559726982,-1.471180461,0.059712222,3.56E-05,0.000317567,-6.80E-05,0.111878312,2.52E-06,0.000530355,1,1,36.18,1830,0.93038926,0.998857463
0.890584006,4.032469954,3.520624889,0.974717957,0.0990041,0.007195797,5.147027858,-2.434395161,0.204226503,4.26E-05,0.000136856,0.000169268,0.048651,1.53E-07,8.03E-05,1,1,20.3,1020,0.327802533,0.770378565
0.066404016,8.092458842,1.331354982,0.123421147,0.005348149,0.056155378,1.193002709,-0.05456974,0.002687606,2.89E-06,6.11E-06,-2.09E-06,0.001204614,7.26E-08,3.47E-06,1,1,28.66,1440,0.942654118,1.141489156
0.430316784,2.624843776,1.16342701,0.783526539,0.298776219,0.002424594,0.782583739,-0.502697779,-0.006023571,0.000103053,0.000518505,-1.10E-06,0.009541306,-5.47E-07,7.13E-05,1,1,1599.6,79980,0.877926571,0.994369828
0.735769922,7.771485285,0.515901159,4.240755047,0.104710303,0.075714318,3.707773966,-4.102227889,0.079287687,1.498765821,0.00055369,6.01E-05,0.037915848,1.75E-06,1.69E-05,1,1,58.38,2940,0.22827426,0.91480715
0.925289095,8.74839204,2.273859078,7.116537541,0.271942525,0.065575124,3.310339622,0.304588574,-0.217007165,0.152390707,0.16161444,9.32E-05,-0.002019304,-0.001129165,4.16E-05,1,0,1599.6,79980,0.035954783,-0.037527707
0.28346234,3.916308994,4.490206089,4.662315503,0.011054352,0.025146844,2.845531829,-1.685647343,0.014771654,0.7120341,1.61E-05,2.53E-05,0.01990715,-2.05E-07,0.000101606,1,1,65.96,3300,0.93650375,0.97724838
0.673497081,2.39688308,2.847051124,2.126258444,0.157987119,0.095171325,1.522648888,-1.896393013,0.081084319,0.0004039,0.00160081,9.35E-05,0.02697491,-1.73E-06,0.000111692,1,1,19.62,990,0.709295459,0.975120236
0.49258927,7.563992407,3.725974557,2.862745973,0.040039401,0.018819543,4.427370839,-2.117399073,-0.017254935,1.284033127,0.022356605,6.05E-05,-0.000733036,0.000257612,0.001355905,1,1,1599.6,79980,0.129203423,0.846757886
0.042617753,3.675927334,3.014330142,0.423849992,0.075185477,0.037008822,5.503026923,-0.170988584,0.01783866,0.105191908,9.57E-07,8.29E-07,0.000415623,2.86E-08,3.58E-07,1,1,14.94,750,0.683904495,1.263522925
0.499493104,4.673286767,0.445485056,0.06682072,0.173605265,0.029114791,1.798205519,-0.39465009,0.103924197,0.000175845,0.00046504,-1.77E-05,0.013551165,6.84E-08,2.61E-07,1,1,55.68,2790,0.305372528,0.817974918
0.321979252,6.487480006,1.242283984,4.957460754,0.062203958,0.055649561,4.022123572,-1.537587211,0.026057076,0.472369977,0.035145957,0.000124522,-0.001185569,0.000149006,0.000354458,1,0,1599.6,79980,0.008137679,0.685284899
0.25970659,5.311487506,3.649533459,1.41900336,0.27377115,0.071982291,1.145131459,-0.523649289,0.015090074,4.07E-05,0.000125555,9.28E-06,0.00361205,-1.51E-06,4.92E-05,1,1,45.18,2280,0.599821115,1.012423392
0.650403111,3.355410385,4.05270797,3.955098312,0.118734222,0.005080542,2.494851877,-2.928437069,0.021965947,1.698959456,3.61E-05,0.000174385,0.01228143,-1.57E-06,5.95E-05,1,1,85.3,4290,0.322230459,0.865444401
0.561765887,7.159794331,2.929516041,3.570001317,0.091786571,0.048632498,3.388847354,-2.406062685,0.013132392,1.431253118,0.025841055,9.54E-05,-0.001378625,0.000227725,0.00065248,1,1,1270.3,63540,0.015581168,0.81358069
0.454102038,8.679440169,4.406537348,1.033906476,0.22882335,0.078271156,4.712065512,-1.601608546,0.284391942,9.30E-06,1.39E-05,-1.46E-05,0.077693025,4.13E-06,4.36E-05,1,1,14.66,750,0.557051699,1.040425561
0.444852466,2.167615531,2.809705375,4.812707772,0.09980187,0.088623345,1.781771139,-2.478183758,0.046357934,0.872293148,1.65E-05,4.87E-05,0.012139737,-8.58E-07,6.08E-05,1,1,41.7,2100,0.658671373,0.976717458
0.586591246,4.124122427,4.912700097,2.276612913,0.255466536,0.033996847,3.102328594,-1.780143128,0.030377454,0.000153303,0.000194886,0.00016542,0.002909126,-5.70E-06,0.000102615,1,1,58.6,2940,0.14918451,0.792816522
0.625581499,7.246459825,3.144538531,0.175000404,0.28440213,0.015429781,3.999006011,-1.702875335,0.289657954,1.27E-05,1.41E-05,-3.10E-05,0.076956119,4.08E-06,4.82E-05,1,1,20.08,1020,0.327729966,1.251811295
0.268952415,5.72638416,4.173758463,2.711095375,0.147992805,0.057343499,5.346023825,0.117454286,-0.025814931,0.014621959,0.001933845,5.19E-06,0.000650155,4.29E-06,1.35E-05,1,0,1599.6,79980,0.081490325,-0.081110993
0.939946479,8.236369182,3.861039863,8.690414049,0.079952479,0.030197096,4.370618891,0.842136723,0.291230132,0.254745013,9.86E-05,0.000326658,0.11813911,-1.20E-07,0.000214787,1,0,20.36,1020,0.722348283,-0.082379912
0.331225855,4.332814837,1.649808946,1.235382475,0.1919102,0.064391302,2.469031897,-0.820013609,0.023907293,9.51E-06,2.93E-05,7.77E-06,0.005264229,-5.35E-07,4.26E-05,1,1,77.48,3900,0.448251491,1.002346174
0.803710348,7.809462723,1.907973583,3.065648913,0.245164225,0.05276752,1.622687413,-2.793238347,-0.016024311,6.94E-10,4.34E-09,6.85E-05,0.038709531,2.15E-06,0.000122621,1,1,1599.6,79980,0.90116086,0.896423971
0.112190053,2.478609588,2.247621739,1.91984969,0.139730754,0.026296898,4.211310266,-0.446526878,-0.003739528,0.253402976,1.26E-09,4.61E-06,6.51E-05,-2.50E-07,1.72E-06,1,1,1599.6,79980,0.128278472,0.988719048
0.865983188,2.270264266,4.238216125,0.814539424,0.018988374,0.069162113,3.556408191,-2.379056798,0.083397339,0.000209538,0.001838816,7.40E-05,0.171886055,6.74E-08,3.03E-05,1,1,19.44,990,0.987837699,1.059584977
0.482739405,3.469123669,2.733606733,5.223060316,0.047042678,0.057463592,3.187114699,-2.940038969,0.008097092,1.391252637,2.83E-06,9.09E-05,0.020378989,-5.52E-07,8.58E-05,1,1,196.36,9840,0.503877143,0.89345236
0.228044806,7.597237614,2.083337906,0.226378738,0.087066945,0.080864406,4.971123398,-0.519028798,0.032903582,8.94E-05,0.000216314,-1.49E-05,0.018856784,1.02E-07,8.19E-06,1,1,58.06,2910,0.541720574,0.839249562
0.049581637,3.787523374,1.046649662,2.338040918,0.11401061,0.07455235,0.719698491,-0.139345753,0.001666695,1.55E-09,4.76E-09,8.21E-07,3.31E-05,6.84E-07,4.61E-07,1,1,1599.6,79980,0.412728685,1.041714267
0.970136314,7.79111161,3.786069172,1.25703598,0.057610029,0.023971157,5.711518741,-4.073825316,0.038379485,2.077733419,0.076928929,1.13E-05,0.012610105,-0.000710113,0.007635443,1,1,1599.6,79980,0.143301246,1.021015985
0.165771488,2.496074657,4.684027034,3.729530576,0.178181396,0.097180228,2.779958975,-0.845823808,0.043213309,0.392113265,3.59E-05,1.39E-05,0.000808187,-3.72E-07,6.65E-06,1,1,17.8,900,0.374491304,0.996647699
0.688798313,5.937226641,4.421048875,0.576055179,0.268219989,0.085446843,0.625638418,-0.636283709,-0.001061031,2.70E-12,1.64E-11,-1.26E-05,0.03823163,7.03E-07,0.000222432,1,1,1599.6,79980,0.94429969,1.03924594
0.330948599,7.907375505,2.97278803,3.112149889,0.12699583,0.043429627,2.026289296,-1.366860014,0.006091419,0.825217408,0.002917263,-1.95E-05,0.030932415,9.08E-07,0.000112452,1,1,64.98,3270,0.63419987,1.00117162
0.585704937,7.263125206,1.266445367,4.147588483,0.022409425,0.061357892,2.681715224,-2.45298474,0.011410196,1.514648834,0.033617696,2.78E-05,-0.003882364,0.000265405,0.000786929,1,1,1599.6,79980,0.253181077,0.763073828
0.56185598,3.366078857,1.635297208,0.445926679,0.157266581,0.071268635,3.809597353,-1.344825271,0.085204204,2.20E-05,3.48E-05,2.64E-05,0.018088212,2.01E-07,6.48E-05,1,1,52.64,2640,0.425939847,1.018213761
0.650378053,7.148295875,0.262013239,2.079690722,0.202219486,0.077426209,1.875790779,-1.586405417,0.202190416,0.007964973,0.002197205,-6.67E-06,0.009984463,1.85E-06,6.96E-06,1,0,79.58,3990,0.129795864,0.808329883
0.26033865,8.667938746,2.509442672,4.537133691,0.041351157,0.044816089,0.562943075,1.423748012,-0.010786808,0.254258219,0.003322904,-6.45E-06,0.004843965,3.33E-05,6.13E-06,1,0,1599.6,79980,0.347973414,-1.134940606
0.322672456,3.131082277,4.84055522,1.837347202,0.294840958,0.026845384,4.4650019,-1.150487347,0.127185088,0.000257849,0.000148509,4.06E-05,0.000628231,-1.48E-06,2.32E-05,1,1,9.9,510,0.121829821,0.876075926
0.499522766,8.467055335,4.197881988,3.18830734,0.108054348,0.050271312,1.195239615,-1.827781439,0.015882711,1.017209183,9.94E-05,1.70E-05,0.065833739,1.18E-06,0.00037868,1,1,59.56,3000,0.931386221,0.966488574
0.391132637,6.497329479,3.216720871,0.652212239,0.249888052,0.020529155,2.614997258,-0.807399937,-0.006200745,5.55E-11,2.71E-11,-1.43E-05,0.052252513,3.83E-07,2.08E-05,1,1,1599.6,79980,0.540623082,1.053349889
0.172097755,8.132862843,2.54186808,2.429177383,0.001421987,0.082202729,3.711248911,-0.979796784,-0.020008414,0.263382391,0.006402144,-1.37E-06,0.0084159,2.01E-05,0.000651319,1,1,1599.6,79980,0.727993569,1.328709569
0.10558549,4.985160518,4.281488105,0.024931312,0.049616908,0.063380705,2.215220779,-0.169894278,0.010389851,1.78E-05,1.94E-05,-2.97E-07,0.002350979,4.44E-09,8.59E-06,1,1,25.36,1290,0.975165928,1.420758651
0.992042218,3.028437056,3.420828545,2.560969025,0.196504202,0.008990709,0.779709727,-2.797422778,0.042595125,9.89E-05,0.000519113,0.000215078,0.041854003,-1.54E-06,7.30E-05,1,1,61.8,3090,0.748427536,0.955618748
0.929769075,8.784176328,0.859447808,1.085284513,0.143254668,0.012836437,4.429185219,-2.470824763,1.163419546,0.0058856,0.002306371,1.44E-05,0.211181861,2.06E-06,1.96E-05,1,1,11.48,600,0.511435746,0.805321103
0.234370065,3.686572592,0.211958989,3.93785523,0.260186088,0.089268968,1.520084304,-1.163624334,0.029109771,0.351523619,9.02E-07,8.77E-06,0.000736764,8.73E-07,2.52E-06,1,0,91.26,4590,0.787587721,1.056834855
0.843193031,5.220077353,2.271783114,1.480431663,0.095059747,0.031426692,2.849355811,-3.06937609,-0.062520362,1.04675711,0.037155714,2.42E-05,0.005257551,7.30E-05,0.000444561,1,1,1599.6,79980,0.142343965,1.253027437
0.49279781,3.933810657,2.439025688,0.987386972,0.273055729,0.097575259,4.1883083,-1.3003545,-0.006256075,6.11E-06,7.77E-06,4.01E-05,0.001359716,-5.08E-06,0.000100935,1,1,1599.6,79980,0.139710841,0.856298194
0.345583776,2.609101501,3.291956676,4.904808762,0.036562946,0.0733886,4.867356333,-2.382115136,0.127770078,1.33640809,9.51E-05,3.94E-05,0.010440892,-6.96E-07,7.47E-05,1,1,14.72,750,0.460053997,0.939296876
0.736344797,4.57904728,4.12144236,2.368752038,0.169664888,0.003272774,3.447933887,-0.787045675,0.044206484,0.253360373,0.078509671,0.000417662,-0.00325395,0.000329596,-0.000779294,1,0,1599.6,79980,0.008448041,0.261160077
0.538192412,7.788153581,2.701877097,0.120845556,0.217819453,0.046837276,2.285773514,-0.982416137,0.188053345,0.008566449,0.007329627,-2.73E-05,0.048886919,3.57E-06,9.74E-05,1,1,22.86,1170,0.258259678,1.444451043
0.757225396,6.152540315,3.338359513,1.741423135,0.127802654,0.061740746,4.019000774,-2.936677415,-0.012428731,1.623436358,0.040642468,0.000125102,-0.001532836,0.000204597,0.000471842,1,1,1599.6,79980,0.030248343,1.033934109
0.14912583,8.109043958,4.36516096,4.277499225,0.26479395,0.016467222,5.454847023,0.653683689,-0.008841291,0.377994064,0.061969904,5.99E-05,-1.82E-05,-4.51E-05,4.35E-05,1,0,1599.6,79980,0.00429867,-0.625765225
0.705579374,8.203099757,0.437986936,5.701741114,0.051514061,0.069494466,5.027157989,-2.931418786,-0.013280379,1.776139015,0.004786731,5.74E-05,-0.012181666,0.000272205,0.000400037,1,1,1599.6,79980,0.041781853,0.505716938
0.066193697,4.244961289,2.618303888,3.248723012,0.237891791,0.03529876,1.802102091,-0.28092306,0.001593131,0.171622693,9.46E-09,3.01E-06,8.77E-05,-3.93E-07,8.00E-07,1,1,1599.6,79980,0.330273385,1.022695397
0.953433653,2.724889138,4.718878068,0.712647407,0.082809379,0.092797979,3.210817568,-2.367521151,0.508118895,2.39E-06,0.000132729,0.000225804,0.106960729,-4.91E-07,4.12E-05,1,1,9.78,510,0.691970371,1.071221872
0.891099553,7.443472564,2.349430974,2.845541881,0.182655515,0.084270914,4.715640708,-3.464566661,-0.030428808,1.92059207,0.01082306,4.18E-05,-0.00144993,0.000250205,0.000344651,1,1,1599.6,79980,0.025489762,0.747203049
0.826797213,7.124816726,1.336273771,0.933595742,0.044629385,0.05144573,5.344573132,-2.327227594,0.235830055,0.000202783,0.000117495,-4.13E-05,0.257576198,2.10E-06,9.12E-05,1,1,16.52,840,0.798591408,0.780599567
0.188584221,8.658105078,1.127906201,3.391057593,0.201560474,0.021705083,4.001893362,-1.185817956,0.060398927,0.534658968,0.005442032,8.10E-07,0.002190448,9.09E-07,3.18E-06,1,0,17.86,900,0.023271612,1.166171551
0.946130166,8.42225522,3.123315789,4.509779308,0.245888743,0.077041822,3.283134822,-3.790293157,-0.058462522,2.310219881,0.079274808,-9.28E-06,0.027478617,-0.00325462,0.006118444,1,1,1599.6,79980,0.068382683,0.651255952
0.089072971,6.466174638,4.59796108,1.973703683,0.109433943,0.044433236,4.689147696,-0.402843937,0.016059616,0.248527575,4.81E-05,2.18E-06,0.001420691,4.69E-07,2.24E-06,1,1,24.8,1260,0.507612242,1.047322282
0.126250415,3.284139141,3.458110737,0.476786877,0.13841502,0.000708115,1.039084048,-0.129867393,-0.0008233,8.17E-10,5.88E-09,3.81E-07,0.00124391,-1.34E-07,1.22E-05,1,1,1599.6,79980,0.933846001,1.032439428
0.547438066,2.949576788,4.49508747,3.892370401,0.054922597,0.032590443,4.208094583,-2.836849148,0.188276753,1.701922778,0.000230624,0.00012454,0.017706764,-1.21E-06,6.04E-05,1,1,12.04,630,0.38705704,0.864190271
0.370409067,8.320086309,3.92460573,1.137016456,0.161667971,0.059138816,1.6264911,-0.932320897,0.064720678,0.006014395,0.00130014,-1.87E-05,0.014075735,2.87E-06,0.000183428,1,1,31.84,1620,0.170050747,1.290597589
0.308136758,3.601742665,1.59319759,2.743152906,0.103724052,0.062984139,3.55418266,-0.365548109,-0.044157104,0.101523727,0.035668477,0.000123126,-0.000135952,2.67E-05,-0.00075722,1,0,1599.6,79980,0.002505558,0.2624455
0.664761116,5.121602205,1.19721854,0.285747922,0.25414171,0.008595677,4.891165238,-2.134855095,0.039576483,1.41E-05,5.64E-07,-5.69E-06,0.08022934,5.23E-07,6.07E-06,1,1,235.12,11760,0.16794327,1.175786673
0.609711209,8.979075069,1.932807539,2.241051762,0.281052965,0.039657085,0.992377039,-1.840226061,0.132023945,0.021460199,0.005009392,-6.22E-06,0.047043386,2.03E-06,0.000122436,1,1,28.28,1440,0.502343634,1.102640843
0.46797525,7.02235788,0.453349636,4.698456336,0.148708231,0.081818353,2.302857337,2.141680076,0.043910849,0.891387952,0.000703938,2.35E-05,0.005813653,1.44E-06,1.87E-05,1,0,54.6,2730,0.146137744,-0.782319909
0.857413662,7.709706906,2.050045445,3.761611118,0.121004514,0.071697997,1.209747351,-3.425444498,-0.025688202,1.965320222,0.011969762,1.19E-05,0.004437094,0.000228678,0.000265672,1,1,1599.6,79980,0.313049847,0.914944148
0.795141237,2.335853404,4.380250147,2.290720476,0.216203924,0.050621325,3.830143246,-2.749329516,0.312930527,7.61E-05,9.74E-05,0.000246729,0.008706411,-4.98E-06,7.53E-05,1,1,11.56,600,0.210315621,0.822119059
0.374934684,2.015038946,3.572950429,3.326740436,0.265863779,0.082650357,1.508554627,-1.505633629,0.038585276,0.61695984,2.05E-05,3.63E-05,0.005869315,-5.82E-07,4.33E-05,1,1,52.5,2640,0.614967629,0.984000242
0.515749261,3.971545841,3.822090318,0.790664347,0.129261173,0.040395675,2.818029315,-1.114725879,0.124951783,3.30E-05,0.000107658,4.53E-05,0.022440128,-6.88E-07,0.000103608,1,1,20.78,1050,0.538016795,0.982585067
0.696511149,7.399197982,3.007284131,1.663407385,0.081111728,0.00932322,4.411935762,-2.51004195,0.054059116,5.00E-06,4.28E-05,1.85E-05,0.231549986,2.52E-06,0.00019069,1,1,55.08,2760,0.829762105,0.93134815
0.276571776,4.21424336,2.114540286,1.943520291,0.024729392,0.058320893,2.184915749,-0.822155104,-0.053448416,0.009484513,0.017115667,3.85E-06,0.011425332,-2.98E-06,0.000114384,1,1,1599.6,79980,0.804714545,0.979145551
0.193751456,2.988161248,4.12633129,5.617345997,0.098631527,0.072474059,1.733922977,-1.248990349,0.012196819,0.547924887,6.02E-07,1.72E-05,0.002740494,-1.12E-07,2.19E-05,1,1,82.42,4140,0.673068457,0.994146772
0.437267775,8.044219913,1.010670627,0.622156504,0.072878837,0.089600714,3.693679439,-0.907512705,0.43412686,0.001027443,0.0014121,-1.52E-05,0.040343132,1.85E-06,1.59E-05,1,1,10.84,570,0.262376965,0.840591154
0.642454268,8.38469291,2.235459478,0.69953283,0.016718241,0.004103268,5.726782819,-1.350620842,0.063211331,0.001380057,0.000721796,-2.43E-05,0.2465885,1.22E-06,0.000188673,1,1,46.96,2370,0.889317101,0.590044329
0.956301603,7.616646891,0.477500586,7.927558705,0.22204105,0.037620665,5.410479126,-9.475593831,0.112445511,2.29802837,0.000116116,-0.000263077,0.021041508,-1.55E-05,0.000150966,1,1,48.7,2460,0.503762439,0.931888556
0.314992042,5.404525587,2.578148888,0.398756245,0.110374387,0.053113464,0.742687573,-0.258228836,0.000503888,7.70E-07,1.85E-06,-1.31E-05,0.009108589,4.03E-07,7.19E-05,1,1,155.32,7770,0.92515323,1.06453027
0.704787185,3.448448466,4.835250166,2.93483187,0.247513492,0.023523529,2.081995636,-2.406049846,0.078803035,0.000498559,0.000418978,0.000251949,0.005964663,-4.25E-06,5.54E-05,1,1,24.94,1260,0.225152176,0.858655289
0.398782625,8.586560328,4.249985733,2.051733124,0.137272573,0.096847718,4.985397436,-1.883754756,0.152176792,1.120446073,1.62E-05,3.52E-06,0.056449493,3.41E-06,7.35E-05,1,1,19.9,1020,0.535686735,1.039461815
0.788815093,8.920993512,2.817054693,3.595057859,0.056610744,0.066429905,2.663703859,-3.147864991,0.032546953,1.732255246,0.227995922,7.22E-05,-0.016594602,-0.000580088,0.005255395,1,1,1599.6,79980,0.101906361,0.809965043
0.179749649,6.95062142,4.886465798,1.059000967,0.189564886,0.011802443,1.319368996,-0.312827535,0.003665841,1.86E-06,9.12E-06,-3.02E-06,0.006889448,2.40E-07,2.72E-05,1,1,76.48,3840,0.842163937,1.012606049
0.097903179,3.550479879,3.175586948,1.434330189,0.160588921,0.043079613,5.916056025,-0.45387631,0.012074699,0.221972474,7.14E-05,4.22E-06,0.00014158,-8.47E-09,6.57E-07,1,1,33.1,1680,0.180495912,1.055462898
