ky,q,shat,electron_dens_gradient,beta,electron_nu,electron_temp_gradient,mode_frequency,growth_rate,freq_std,growth_std,elec_es_flux,elec_em_flux,ion_es_flux,ion_em_flux,converged,mtm,ftime,nsteps,tearing,frequency_ratio
0.634999955,4.959614544,1.744423642,1.020612807,0.138950884,0.050667866,1.354030623,-0.8229154,0.009516758,0.327876214,0.089182447,-2.44E-06,0.002660583,3.33E-06,-0.000110144,1,1,1599.6,79980,0.168282325,0.763376761
0.577264262,8.161905053,0.30332828,1.425515677,0.112335232,0.094232,5.940663091,-3.027061782,0.701763773,1.366468796,0.007701247,-3.24E-06,0.045361325,1.68E-06,3.75E-06,1,1,18.82,960,0.216308717,1.192899958
0.570935268,2.467095809,1.982020246,2.699706574,0.234917662,0.085051823,0.553309737,-1.693100871,0.002081684,4.83E-06,3.29E-05,5.32E-05,0.01069265,1.94E-07,9.32E-05,1,1,220.46,11040,0.863554696,0.996346254
0.005841113,3.215213992,3.438943901,7.279611447,0.003605749,0.025850647,1.691705791,0.012683695,0.000543095,2.04E-09,1.37E-08,5.22E-08,3.04E-06,3.72E-08,1.13E-07,1,0,1599.6,79980,0.838579627,-0.26724033
0.253237469,7.820122002,1.546366731,2.285639564,0.130649137,0.011744093,3.821752433,-1.132431732,0.116989441,0.755747369,4.58E-06,-3.74E-06,0.018204042,1.13E-06,1.10E-05,1,1,18.1,930,0.119705555,1.065602438
0.315570618,2.225490984,3.954557189,3.779645158,0.207802989,0.015686337,1.207557225,-1.372050236,0.011566841,0.892136301,5.96E-06,1.86E-05,0.005266332,-8.86E-08,3.12E-05,1,1,86.48,4350,0.745980612,0.991881966
0.703598524,3.761974134,3.748662328,1.321592966,0.075283161,0.060959861,2.602844797,-1.736783121,0.155577275,0.000139069,0.000771962,0.000119617,0.060764315,-7.30E-07,0.000134279,1,1,14.24,720,0.693592736,0.941065464
0.508601285,7.626276531,4.467517711,1.248294855,0.027997227,0.092020115,4.455531092,-2.149684744,0.062067222,1.57885712,0.000421675,-2.61E-05,0.262354045,3.82E-06,0.000258266,1,1,23.56,1200,0.705267877,1.215934013
0.181180129,7.292087411,3.504943728,4.388662243,0.091411516,0.074166439,0.791691976,-0.86286661,-0.007077912,0.276360273,1.94E-10,5.59E-06,0.003100778,3.07E-06,7.33E-05,1,1,1599.6,79980,0.741705713,0.995395775
0.096537642,4.082761095,4.55109092,3.057231671,0.118018074,0.080469374,5.12960018,-0.554673465,0.02779952,0.205254882,9.14E-05,6.57E-06,0.000219298,-1.06E-07,1.38E-06,1,1,16.54,840,0.221957901,1.021991794
0.984936525,2.122842445,3.0741058,0.599198397,0.274846831,0.047618185,3.702113135,-2.21948028,0.565393629,0.000101107,0.000254132,0.00019312,0.026803253,-1.34E-06,5.27E-05,1,1,9.2,480,0.313573704,0.919669471
0.922664158,7.936362903,0.589811791,3.356251312,0.062652097,0.029743996,1.510786326,-3.599710991,0.06854286,2.147202355,0.000709091,-4.78E-05,0.083611952,1.37E-06,4.85E-05,1,1,49.62,2490,0.480789695,0.948873742
0.034203539,5.962792552,2.182546988,0.820822896,0.218464567,0.096797396,2.858494205,-0.110175476,nan,1.15E-09,nan,nan,nan,nan,nan,1,1,1599.6,79980,nan,1.431587379
0.243453088,2.787586172,1.097957313,1.66460296,0.172602668,0.053071169,4.441005266,-0.50017663,0.16665409,0.086280591,0.079999355,-7.52E-08,7.24E-05,-4.24E-05,3.14E-05,1,0,1599.6,79980,0.005742987,0.528816846
0.6806565,6.437190948,2.06087193,1.568666989,0.005541567,0.032204554,4.17900754,-2.708266145,-0.001934876,1.553407796,0.062302192,-7.26E-06,0.293884738,0.000163174,0.000653902,1,1,1599.6,79980,0.805475159,1.087675561
0.994022801,5.668402031,0.11045172,9.477189459,0.209991166,0.022092748,4.533871222,0.637183842,0.146301263,0.29071417,0.000526835,-0.001356889,0.043274982,-1.22E-05,0.000122549,1,0,44.36,2220,0.23674762,-0.054581786
0.354179168,3.511504242,2.945197184,2.028543289,0.098033338,0.081421822,2.295071656,-1.10896123,0.051325159,8.27E-05,0.000326114,3.59E-05,0.007955529,-1.97E-06,0.000107983,1,1,27.52,1380,0.539678973,0.985830017
0.421902481,7.095857814,4.037026221,0.541382573,0.143863972,0.062602865,3.459913681,-1.001505546,-0.002615174,4.85E-12,5.46E-12,-2.44E-05,0.109412967,1.21E-06,2.45E-05,1,1,1599.6,79980,0.735862873,1.045103356
0.748660183,6.993315774,2.991642352,3.837489703,0.040705505,0.094628518,1.7926285,-3.126314467,0.037454264,1.757911793,0.036699674,1.22E-05,-0.002642931,0.000182947,-0.000429968,1,1,1599.6,79980,0.076083222,0.882140286
0.142510498,8.953454348,4.634758192,1.379418016,0.205101789,0.027623247,3.220450742,-0.448176758,0.002872885,8.57E-07,6.32E-07,-6.07E-06,0.009876181,3.73E-07,1.54E-05,1,1,71.88,3600,0.476418088,1.051920904
0.072843072,5.150555926,3.581383356,1.150371122,0.157784587,0.021310037,4.031315601,-0.248382396,0.017125164,4.28E-07,1.94E-06,1.59E-06,0.001282972,4.12E-08,6.49E-07,1,1,39.88,2010,0.684550569,1.077004907
0.899692336,8.294493696,1.386318892,0.26016649,0.251588537,0.070490796,2.479720079,-1.675502852,0.776987097,0.084388883,0.006578064,-3.44E-05,0.182002212,2.91E-06,2.99E-05,1,1,11.84,600,0.435587791,1.241515684
0.8357588,6.226040223,2.222234182,3.499633663,0.122858361,0.093183818,3.116862814,-3.176621349,-0.028068785,1.585901232,0.025211989,5.48E-05,-0.002959241,0.000391739,-0.000996439,1,1,1599.6,79980,0.018346695,0.751449985
0.937203754,7.520072377,3.392956518,2.394371102,0.186751643,0.066077596,1.048557475,-3.041815938,-0.025262089,0.314706966,0.039086677,-7.34E-06,0.000168263,0.000198905,0.000730613,1,1,1599.6,79980,0.069974759,1.112031059
0.082088722,5.560363474,4.251200422,4.852442362,0.021818579,0.011347575,2.462636257,-0.494669002,0.000892423,0.221019992,4.29E-06,4.74E-06,0.000824808,-5.71E-07,2.37E-05,1,1,78.48,3930,0.602458342,0.990510524
0.133260989,2.439951941,2.572117124,2.594786225,0.067640117,0.042651787,3.270819832,-0.562686364,0.01712963,0.30212749,0.000133322,8.02E-06,0.000944535,-4.81E-07,1.61E-05,1,1,20.64,1050,0.459787522,0.998166187
0.773485478,3.962789609,4.822020737,0.136714556,0.213408792,0.084669004,4.701302775,-1.807063911,0.38536625,0.000120376,0.000120765,0.000201866,0.015214358,-5.48E-08,2.31E-05,1,1,12.82,660,0.2187871,0.939250997
0.808627846,8.85340786,1.109786335,6.785713797,0.01724832,0.038758225,3.798007858,-3.223489671,-0.195152975,1.751456013,0.132326044,0.000151726,-0.05137064,0.001148509,-0.017204626,1,0,1599.6,79980,0.480767045,0.459009721
0.554452495,2.105386244,4.148369124,1.79390087,0.116929325,0.024749019,1.635629494,-1.443468026,0.08304393,5.60E-05,0.00045809,3.89E-05,0.026653481,-1.16E-06,9.28E-05,1,1,26.16,1320,0.867493738,0.996820453
0.720114898,5.880774118,2.835095283,0.774880861,0.087694139,0.030906177,5.620900704,-2.764488786,-0.03139035,1.344875457,0.017328358,6.98E-05,0.003769906,3.81E-05,0.000554014,1,1,1599.6,79980,0.109106382,1.070739329
0.361478801,7.417906758,4.887686365,3.232895142,0.230664643,0.097961111,4.196114952,-1.67676127,0.046609947,0.592112928,0.090622765,0.000444647,-0.000555143,6.74E-05,0.000170744,1,1,1599.6,79980,0.013611308,0.87012887
0.299205841,2.750515013,2.47919091,0.333201436,0.032475894,0.080086567,0.980559611,-0.27423564,0.114804177,0.030128661,0.060584416,1.67E-07,0.002755503,8.17E-05,-0.000665597,1,1,1599.6,79980,0.51239167,1.113012692
0.476933086,6.123578007,0.80011,2.11296509,0.061711082,0.073771444,4.882029462,3.437608576,0.028507756,0.857016712,1.59E-05,6.69E-07,0.068030018,2.37E-06,1.65E-05,1,0,67.72,3390,0.385036828,-1.582733777
0.231894719,8.068169672,2.887811824,1.493909169,0.053942439,0.04750186,4.08757927,-0.87573509,0.020635453,0.452504207,3.36E-05,-1.58E-05,0.043851182,7.45E-07,5.80E-05,1,1,34.78,1740,0.614076368,1.067483175
0.05357698,4.285746043,3.941562891,0.952465702,0.00633419,0.003775635,3.190901527,-0.14670472,-0.000292336,8.56E-12,7.80E-11,3.16E-07,0.00087873,-6.24E-08,4.19E-06,1,1,1599.6,79980,0.995363661,1.074683725
0.911550592,2.765883224,3.685213839,3.487932233,0.162729771,0.074039199,1.865003036,-3.599547063,0.079651742,1.909150509,0.000120958,0.000347367,0.03230966,-1.52E-06,3.50E-05,1,1,42.9,2160,0.462592384,0.893309994
0.973884216,7.429755334,1.199372434,0.145670798,0.100119753,0.054515117,3.3689935,-2.751013536,0.610317965,0.039892049,0.004133856,-4.08E-05,0.337858195,3.36E-06,6.04E-05,1,1,23.34,1170,0.46712119,1.543457054
0.527476236,2.427868294,1.367300407,0.765540669,0.197892857,0.011664326,4.12274649,-1.412347705,0.059935938,3.87E-05,6.26E-05,2.64E-05,0.00429116,-6.49E-07,6.81E-05,1,1,41.46,2100,0.232614389,0.947166102
0.692545301,5.575790634,0.526397982,1.765372361,0.152353274,0.04272458,2.957234337,-2.325614169,0.162641292,0.000164032,1.98E-05,-1.33E-05,0.057695697,1.76E-06,5.66E-06,1,1,37.64,1890,0.183433665,1.035166083
0.33488278,7.531867833,2.169518009,4.223386474,0.019252608,0.084985446,1.539466984,1.890066809,-0.010868039,0.441058677,0.054729907,-3.11E-07,0.017747013,0.000159134,0.001248419,1,0,1599.6,79980,0.580010637,-1.130348439
0.272609938,2.650178988,4.576169889,2.14423903,0.244826943,0.093500619,3.467991405,-1.048704016,0.118947645,6.36E-05,4.10E-05,2.88E-05,0.001171823,-6.41E-07,1.53E-05,1,1,9.92,510,0.240780684,0.991921162
0.58974872,7.74735606,3.851938208,2.880119978,0.139395178,0.017177188,0.907861807,-1.921509837,0.014172312,2.25E-05,0.000121717,2.13E-05,0.077382158,2.56E-06,0.000465681,1,1,73.64,3690,0.907485387,0.97724483
0.448983549,6.214071092,3.484717084,0.344672811,0.290366524,0.062208596,2.217336495,-0.710131418,0.015202656,1.38E-06,6.41E-07,-2.09E-05,0.057529802,4.91E-07,4.08E-05,1,1,161.26,8070,0.652881079,1.08828027
0.565896978,2.963400205,3.374502178,1.596207738,0.263740961,0.000203268,5.586090235,-1.472574592,0.000101363,1.52E-06,2.15E-06,8.76E-05,0.000551733,-7.15E-06,0.000125067,1,1,419.32,20970,0.069559263,0.592856148
0.264337707,8.306622759,2.630144808,3.424416722,0.083798348,0.076523751,3.025939973,-1.333460868,0.051363052,0.451086283,0.000220716,-1.21E-05,0.026664884,1.80E-06,7.27E-05,1,1,23.82,1200,0.575206589,1.021701458
0.503623359,8.937973963,0.927413616,4.45688612,0.074849118,0.021188534,2.371205409,-2.546608596,0.084050463,0.76956686,0.001552903,-3.80E-06,0.036086841,1.11E-06,2.89E-05,1,1,92.68,4650,0.392745505,0.89616015
0.394926193,6.981466937,1.785656859,1.998871578,0.208504757,0.050784463,0.967181515,-1.00158247,0.03261217,1.42E-05,8.43E-05,-2.46E-05,0.021757349,9.28E-07,4.21E-05,1,1,55.82,2820,0.471976885,1.021616993
0.175890383,8.617133778,2.422369694,1.160622433,0.118488463,0.039185727,5.369910174,-0.864930555,0.083653203,0.335762082,0.000484062,-5.51E-06,0.01419669,6.52E-07,9.85E-06,1,1,19.64,990,0.12008966,1.278726233
0.109523563,5.496722037,0.704006992,1.409473677,0.092122362,0.007896355,1.715154002,-0.251346904,0.007410419,9.29E-07,3.12E-06,-3.95E-06,0.002007613,1.49E-07,7.65E-07,1,1,61.74,3090,0.634311558,1.012289536
0.933452576,8.408655019,4.12871243,2.197910982,0.035573977,0.058672025,4.628865368,-3.786545749,0.358947399,2.235056151,0.262753637,2.86E-05,0.204687814,0.000663249,-0.009011775,1,1,1599.6,79980,0.469684954,0.898977415
0.238224664,3.297832543,4.944508756,2.787512281,0.218872442,0.032131738,2.406267815,-0.923953814,0.049316067,0.540112733,2.16E-05,1.97E-05,0.001490995,-2.95E-07,1.47E-05,1,1,20,1020,0.332312915,0.971897163
0.604193346,2.775717217,4.767597984,4.828852318,0.005103528,0.096918924,3.89646164,-0.220682595,0.099166671,0.151437584,0.056794112,8.45E-05,0.006471881,-0.001483687,0.005756705,1,0,107.12,5370,0.318057121,0.053895106
0.6781275,5.978007518,3.442525769,2.727257332,0.050665282,0.053339187,1.960643827,-2.403754778,0.034634287,1.406906818,0.040039815,1.01E-05,-0.002111881,0.00034771,0.001110908,1,1,1509.6,75480,0.046865818,0.956067073
0.541859722,7.276698769,2.28386812,1.31111986,0.259201672,0.0805914,1.281595937,-1.043334768,0.095749105,0.012503836,0.018438924,-4.26E-05,0.041573987,1.61E-06,4.66E-05,1,1,73.96,3720,0.578832554,0.986450459
0.76089362,5.64100533,1.60878491,0.629262745,0.010734976,0.016002781,5.034108328,-3.038478686,-0.036098766,1.490578837,0.043470824,1.74E-05,0.413356863,4.03E-05,-0.000702896,1,1,1599.6,79980,0.738635754,1.269199193
0.701592639,8.605804852,4.564373785,6.931464659,0.093988539,0.001831299,4.02550068,-2.900500179,-0.012986591,1.785756586,0.007317024,0.000104866,-0.012626289,0.000254623,-0.001007163,1,0,1599.6,79980,0.004175183,0.462216711
0.070063575,3.77393616,2.507232413,4.398904662,0.205818887,0.092336868,2.130705547,0.337227511,-0.001026236,0.100872791,5.36E-09,3.33E-06,7.00E-05,-3.25E-09,5.21E-07,1,0,1599.6,79980,0.278117713,-0.880845117
0.007729113,6.312546565,4.876491336,1.656491409,0.133940542,0.085368312,5.688842402,0.031962021,0.001629774,0.019328754,2.18E-06,6.37E-08,2.53E-06,-3.62E-09,3.74E-08,1,0,1599.6,79980,0.216628892,-0.918764044
0.215381658,2.455279921,3.185600187,0.793503978,0.104372808,0.066545919,1.434065797,-0.367181449,0.031176865,4.65E-05,0.000275669,7.36E-06,0.003598096,-6.40E-07,3.63E-05,1,1,18.62,960,0.918966484,1.128601656
0.830529852,6.626620617,3.613588034,2.044817446,0.07775282,0.020805669,3.731662411,5.463857333,-0.012114877,1.729986275,0.006062173,9.20E-05,0.066233645,5.67E-05,0.000736326,1,0,1599.6,79980,0.296075313,-1.682268469
0.632990267,8.056531825,0.099256692,5.399196256,0.008489395,0.009843019,5.340011221,-2.637279772,-0.015646066,1.599339499,0.00367802,4.18E-05,-0.015825611,0.00040936,0.001339073,1,1,1599.6,79980,0.129589539,0.516331465
0.030604701,4.971483759,2.965461447,2.937023846,0.269195665,0.09410995,0.805130386,-0.107085644,0.001889509,1.32E-08,5.98E-08,6.37E-07,1.10E-05,1.24E-07,2.37E-07,1,1,1599.6,79980,0.351872482,1.047731706
0.887916522,3.01496968,4.447260429,0.401595579,0.12332367,0.026960175,2.147139743,-1.45894556,0.200924979,3.27E-05,0.000186657,8.14E-05,0.085031062,-3.40E-07,6.30E-05,1,1,16.02,810,0.787694413,1.113848738
0.95019014,8.824947211,2.002274002,3.164672493,0.213811587,0.044943343,5.797123385,7.809740741,0.117507444,2.802686041,0.000211825,1.93E-05,0.309945595,4.21E-06,4.73E-05,1,0,46.04,2310,0.481473778,-1.355569394
0.335710154,3.996542104,4.752761387,5.698130755,0.102290875,0.060629276,1.04292317,-2.035126091,0.015398003,1.045552371,4.27E-06,6.49E-05,0.005298461,3.04E-07,3.67E-05,1,1,99.24,4980,0.615786464,0.974686442
